City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,rio grande,BR,-32.035,-52.0986,59.95,95,100,8.88,moderate rain
359,amarwara,IN,22.3,79.1667,74.61,72,44,6.82,scattered clouds
360,hambantota,LK,6.1241,81.1185,78.28,86,55,12.71,broken clouds
361,taoudenni,ML,22.6783,-3.9836,101.7,7,81,7.47,broken clouds
362,bugasong,PH,11.0439,122.0659,79.3,85,97,0.45,overcast clouds
363,morag,PL,53.9171,19.926,53.65,79,0,3.4,clear sky
364,tempio pausania,IT,40.8974,9.1035,67.8,81,90,3.18,overcast clouds
365,koungou,YT,-12.7336,45.2042,78.51,78,75,20.6,broken clouds
366,cururupu,BR,-1.8283,-44.8683,75.51,90,10,3.47,clear sky
367,adrar,MR,20.5022,-10.0711,90.46,14,9,23.11,clear sky
368,klaksvik,FO,62.2266,-6.589,50.92,99,94,12.1,overcast clouds
369,ostrovnoy,RU,68.0531,39.5131,39.76,82,31,11.79,scattered clouds
370,riohacha,CO,11.5444,-72.9072,83.7,68,96,15.12,overcast clouds
371,dalbandin,PK,28.8947,64.4101,82.04,58,0,4.18,clear sky
372,japura,ID,-0.3167,102.35,75.7,90,46,1.61,scattered clouds
373,thayetmyo,MM,19.3167,95.1833,82.58,72,100,5.35,overcast clouds
374,paithan,IN,19.4833,75.3833,77.32,76,97,4.74,overcast clouds
375,vallenar,CL,-28.5708,-70.7581,60.17,73,0,2.26,clear sky
376,palmas,BR,-10.2128,-48.3603,82.27,61,75,5.75,broken clouds
377,williston,US,48.147,-103.618,93.04,21,11,3.0,few clouds
378,fortuna,US,40.5982,-124.1573,72.19,65,20,8.99,few clouds
379,julich,DE,50.9333,6.3667,59.68,84,100,1.99,overcast clouds
380,nijar,ES,36.9665,-2.206,63.64,94,0,6.35,clear sky
381,uni,RU,57.7535,51.4923,49.23,78,30,3.22,scattered clouds
382,manggar,ID,-2.8833,108.2667,82.56,77,72,6.87,broken clouds
383,alofi,NU,-19.0595,-169.9187,78.69,61,69,13.8,broken clouds
384,diego de almagro,CL,-26.3667,-70.05,57.34,64,0,0.96,clear sky
385,karratha,AU,-20.7377,116.8463,72.93,68,78,13.44,broken clouds
386,kandrian,PG,-6.2167,149.55,82.71,79,46,8.23,moderate rain
387,misratah,LY,32.3754,15.0925,70.32,67,12,10.07,few clouds
388,camocim,BR,-2.9022,-40.8411,76.86,84,3,7.27,clear sky
389,sisimiut,GL,66.9395,-53.6735,40.03,92,100,1.54,light rain
390,baramula,IN,34.2,74.35,59.07,84,11,1.36,few clouds
391,darhan,MN,49.4867,105.9228,70.77,51,87,7.0,overcast clouds
392,hvide sande,DK,56.0045,8.1294,62.2,95,99,4.68,light rain
393,manavalakurichi,IN,8.1333,77.3,77.09,86,100,9.1,overcast clouds
394,grand bank,CA,47.0999,-55.765,51.98,98,85,9.48,overcast clouds
395,iqaluit,CA,63.7506,-68.5145,31.73,93,90,8.99,light snow
396,balabac,PH,7.9868,117.0645,84.15,74,100,1.79,overcast clouds
397,maceio,BR,-9.6658,-35.7353,76.44,88,75,10.94,broken clouds
398,jalu,LY,29.0331,21.5482,73.2,35,0,6.76,clear sky
399,todos santos,MX,23.45,-110.2167,98.31,62,1,5.28,clear sky
400,bhag,PK,29.0415,67.8239,91.33,37,55,3.38,broken clouds
401,ancud,CL,-41.8697,-73.8203,46.22,75,61,3.31,broken clouds
402,saint-augustin,CA,51.226,-58.6502,48.04,97,100,13.58,overcast clouds
403,hue,VN,16.4667,107.6,82.51,74,20,4.12,few clouds
404,wukari,NG,7.85,9.7833,74.14,90,95,6.11,overcast clouds
405,zeya,RU,53.75,127.2667,64.38,40,1,3.56,clear sky
406,bunia,CD,1.5667,30.25,63.73,89,66,2.95,broken clouds
407,gillette,US,44.2911,-105.5022,93.24,12,1,14.97,clear sky
408,yanam,IN,16.7333,82.2167,79.79,89,38,2.42,scattered clouds
409,buchanan,LR,5.8808,-10.0467,78.76,85,74,6.33,broken clouds
410,sajanan,TN,37.0573,9.2426,75.47,87,85,6.62,overcast clouds
411,poso,ID,-1.3959,120.7524,81.75,75,38,4.03,scattered clouds
412,ridgecrest,US,35.6225,-117.6709,104.02,6,1,14.0,clear sky
413,mahibadhoo,MV,3.7833,72.9667,83.41,71,99,16.42,overcast clouds
414,panama city,PA,8.9936,-79.5197,84.06,84,40,5.75,scattered clouds
415,catuday,PH,16.2923,119.8062,82.2,74,100,11.23,overcast clouds
416,sergeyevka,KZ,53.88,67.4158,50.13,61,6,5.46,clear sky
417,yar-sale,RU,66.8333,70.8333,39.33,70,35,11.59,scattered clouds
418,saldanha,ZA,-33.0117,17.9442,51.85,35,6,11.32,clear sky
419,kamsack,CA,51.5667,-101.9009,86.45,49,87,9.89,overcast clouds
420,bac lieu,VN,9.285,105.7244,82.87,80,100,10.78,overcast clouds
421,general roca,AR,-39.0333,-67.5833,46.8,43,58,4.03,broken clouds
422,kurilsk,RU,45.2333,147.8833,57.87,61,2,6.02,clear sky
423,zyryanka,RU,65.75,150.85,64.99,35,60,30.44,broken clouds
424,lusambo,CD,-4.9667,23.45,78.35,53,88,0.38,overcast clouds
425,cimitarra,CO,6.3142,-73.9497,79.61,81,59,3.15,broken clouds
426,mushie,CD,-3.0167,16.9,75.04,59,38,3.62,scattered clouds
427,kihei,US,20.785,-156.4656,83.46,75,15,10.2,few clouds
428,doha,QA,25.2867,51.5333,94.98,38,0,9.22,clear sky
429,fort-shevchenko,KZ,44.5086,50.263,68.88,80,100,20.65,overcast clouds
430,vanimo,PG,-2.6741,141.3028,83.23,69,54,2.86,broken clouds
431,longyearbyen,SJ,78.2186,15.6401,33.64,75,75,12.66,broken clouds
432,tatawin,TN,32.9297,10.4518,73.92,46,93,2.66,overcast clouds
433,along,IN,28.1667,94.7667,70.63,98,100,1.81,overcast clouds
434,padang,ID,-0.9492,100.3543,77.23,75,37,3.02,scattered clouds
435,adoni,IN,15.6333,77.2833,77.41,78,100,7.36,overcast clouds
436,onega,RU,63.9061,38.1404,56.34,61,100,5.37,overcast clouds
437,panzhihua,CN,26.5851,101.7128,69.93,82,100,2.84,overcast clouds
438,mayo,US,38.8876,-76.5119,90.01,51,1,9.4,clear sky
439,rumoi,JP,43.9344,141.6428,67.64,58,0,5.91,clear sky
440,vilhena,BR,-12.7406,-60.1458,71.82,88,0,4.61,clear sky
441,jacareacanga,BR,-6.2222,-57.7528,78.84,72,84,2.01,broken clouds
442,borinskoye,RU,52.4569,39.3713,53.85,98,97,11.18,moderate rain
443,nanortalik,GL,60.1432,-45.2371,41.22,80,100,6.24,overcast clouds
444,urengoy,RU,65.9667,78.3667,37.72,72,11,12.59,few clouds
445,vung tau,VN,10.346,107.0843,82.49,83,100,12.37,overcast clouds
446,berlevag,NO,70.8578,29.0864,40.51,84,47,15.64,scattered clouds
447,praia da vitoria,PT,38.7333,-27.0667,64.76,88,40,1.79,scattered clouds
448,bayir,TR,37.2687,28.2167,59.52,51,0,5.19,clear sky
449,urumqi,CN,43.801,87.6005,52.75,67,40,6.69,scattered clouds
450,touros,BR,-5.1989,-35.4608,77.9,79,20,13.29,few clouds
451,shakiso,ET,5.75,38.9167,58.46,96,98,2.17,overcast clouds
452,lauria,IT,40.0465,15.8358,61.16,67,67,2.82,broken clouds
453,sheksna,RU,59.21,38.5107,53.96,70,7,1.74,clear sky
454,aykhal,RU,66.0,111.5,44.47,46,11,15.5,few clouds
455,oistins,BB,13.0667,-59.5333,78.89,73,40,18.41,scattered clouds
456,puri,IN,19.8,85.85,87.39,85,76,21.99,broken clouds
457,porbandar,IN,21.6422,69.6093,84.33,69,10,7.38,clear sky
458,ewa beach,US,21.3156,-158.0072,83.98,56,10,17.0,clear sky
459,nemuro,JP,43.3236,145.575,70.23,81,78,16.46,broken clouds
460,tome,CL,-36.6167,-72.95,48.81,69,100,3.44,overcast clouds
461,vila velha,BR,-20.3297,-40.2925,71.55,95,90,8.99,overcast clouds
462,sobradinho,BR,-12.8333,-39.1,68.43,98,28,3.87,scattered clouds
463,kamenka,RU,51.3223,42.7678,53.19,98,100,8.7,overcast clouds
464,yala,TH,6.3333,101.25,75.63,93,100,2.8,overcast clouds
465,zholymbet,KZ,51.7433,71.7122,49.17,49,16,2.82,few clouds
466,muriwai beach,NZ,-36.8167,174.45,59.56,93,100,12.5,moderate rain
467,hithadhoo,MV,-0.6,73.0833,82.33,74,100,13.06,overcast clouds
468,stokmarknes,NO,68.5646,14.9108,50.49,80,26,5.28,scattered clouds
469,zhangjiakou,CN,40.81,114.8794,69.8,31,46,4.85,scattered clouds
470,paita,PE,-5.0892,-81.1144,70.36,82,98,16.37,overcast clouds
471,inhambane,MZ,-23.865,35.3833,64.24,79,50,8.37,scattered clouds
472,florianopolis,BR,-27.6146,-48.5012,69.42,96,0,13.8,clear sky
473,igarka,RU,67.4667,86.5833,31.8,87,64,13.87,broken clouds
474,olinda,BR,-8.0089,-34.8553,73.13,88,75,11.52,broken clouds
475,villazon,BO,-22.0866,-65.5942,47.8,22,62,5.59,broken clouds
476,kulhudhuffushi,MV,6.6221,73.07,82.6,77,100,14.41,overcast clouds
477,bonthe,SL,7.5264,-12.505,80.87,79,95,5.17,light rain
478,oeiras,BR,-7.0253,-42.1311,81.01,48,2,10.02,clear sky
479,cleveland,US,41.4995,-81.6954,83.21,41,20,8.3,few clouds
480,bulanash,RU,57.2783,61.9965,51.71,68,7,5.39,clear sky
481,duisburg,DE,51.4333,6.75,62.28,94,75,5.99,light intensity drizzle
482,truckee,US,39.328,-120.1833,86.63,23,1,11.5,clear sky
483,santa marta,CO,11.2408,-74.199,91.45,58,75,14.47,broken clouds
484,buraydah,SA,26.326,43.975,91.85,12,66,11.27,broken clouds
485,curaca,BR,-8.9903,-39.9094,73.62,77,77,15.41,broken clouds
486,balykshi,KZ,47.0667,51.8667,69.8,46,75,13.42,broken clouds
487,port hedland,AU,-20.3167,118.5667,69.85,43,75,12.66,broken clouds
488,lubu,CN,23.1742,112.2809,80.87,70,0,2.04,clear sky
489,bhinga,IN,27.7167,81.9333,83.44,38,22,3.89,few clouds
490,malatya,TR,38.5,38.0,55.45,44,0,8.61,clear sky
491,smila,UA,49.2224,31.8871,52.02,89,23,4.94,few clouds
492,evensk,RU,61.95,159.2333,44.46,94,100,7.02,overcast clouds
493,omboue,GA,-1.5746,9.2618,76.69,90,100,3.87,overcast clouds
494,codrington,AU,-38.2667,141.9667,56.55,89,100,14.74,overcast clouds
495,poum,NC,-20.2333,164.0167,73.18,61,100,25.3,overcast clouds
496,puerto colombia,CO,10.9878,-74.9547,84.29,88,20,17.9,few clouds
497,santa luzia,BR,-19.7697,-43.8514,67.1,72,0,4.97,clear sky
498,kalavad,IN,22.2167,70.3833,88.57,63,0,8.46,clear sky
499,darnah,LY,32.767,22.6367,68.86,71,1,14.23,clear sky
500,zhanaozen,KZ,43.3,52.8,73.18,56,85,17.74,overcast clouds
501,mrakovo,RU,52.7161,56.6244,49.87,51,88,5.57,overcast clouds
502,neiafu,TO,-18.65,-173.9833,79.48,69,40,10.36,scattered clouds
503,tsumeb,NA,-19.2333,17.7167,44.15,40,0,14.16,clear sky
504,svetlaya,RU,46.5389,138.3297,53.46,78,85,12.86,overcast clouds
505,arinos,BR,-15.9169,-46.1056,75.34,50,87,2.48,overcast clouds
506,uthal,PK,25.8072,66.6219,82.92,75,46,4.65,scattered clouds
507,verkhnevilyuysk,RU,63.4453,120.3167,53.51,61,100,1.92,overcast clouds
508,morar,IN,26.2261,78.2261,85.69,50,32,7.07,scattered clouds
509,dingle,PH,10.9995,122.6711,80.56,82,99,6.67,light rain
510,pouebo,NC,-20.4,164.5667,74.98,51,99,10.6,overcast clouds
511,skibbereen,IE,51.55,-9.2667,55.2,89,9,4.47,clear sky
512,farafangana,MG,-22.8167,47.8333,67.64,85,37,13.49,light rain
513,qasigiannguit,GL,68.8193,-51.1922,38.17,82,32,5.95,scattered clouds
514,suntar,RU,62.1444,117.6319,50.5,84,100,4.14,light rain
515,coihaique,CL,-45.5752,-72.0662,40.95,75,75,4.61,broken clouds
516,oxelosund,SE,58.6706,17.1015,55.78,76,0,6.69,clear sky
517,bossangoa,CF,6.4926,17.4552,71.73,85,89,1.41,overcast clouds
518,horodnytsya,UA,50.807,27.3168,52.79,90,85,3.67,overcast clouds
519,zacualpan,MX,21.25,-105.1667,84.7,63,12,6.4,few clouds
520,analipsis,GR,35.3167,25.5667,69.42,59,14,11.81,few clouds
521,kavaratti,IN,10.5669,72.642,82.6,77,100,14.54,overcast clouds
522,tautira,PF,-17.7333,-149.15,84.22,82,49,15.28,scattered clouds
523,waddan,LY,29.1614,16.139,72.34,30,12,9.04,few clouds
524,naushki,RU,50.3828,106.1056,70.27,53,92,2.48,overcast clouds
525,chulman,RU,56.8479,124.9104,67.51,47,66,5.1,broken clouds
526,chilca,PE,-12.5211,-76.7372,64.85,86,31,6.71,scattered clouds
527,jibuti,DJ,11.5,42.5,80.13,61,5,6.11,clear sky
528,ninghai,CN,29.2892,121.4247,69.73,77,2,1.88,clear sky
529,axim,GH,4.8699,-2.2405,79.34,82,72,7.0,broken clouds
530,korem,ET,12.5058,39.5228,58.17,38,64,3.29,broken clouds
531,half moon bay,US,37.4636,-122.4286,88.57,68,78,9.22,broken clouds
532,carquefou,FR,47.2982,-1.4902,57.07,87,0,5.61,clear sky
533,palmer,US,42.1584,-72.3287,83.82,55,88,8.05,overcast clouds
534,taitung,TW,22.7583,121.1444,75.47,100,90,2.3,moderate rain
535,maracana,BR,-0.7667,-47.45,73.89,95,39,2.57,scattered clouds
536,caete,BR,-19.88,-43.6697,59.49,93,29,3.4,scattered clouds
537,sao joao da barra,BR,-21.6403,-41.0511,73.26,87,0,9.71,clear sky
538,ola,RU,59.5833,151.2833,42.46,89,100,18.19,overcast clouds
539,conceicao do araguaia,BR,-8.2578,-49.2647,79.86,59,85,1.21,overcast clouds
540,nagapattinam,IN,10.7667,79.8333,80.87,81,100,7.9,overcast clouds
541,guerrero,MX,17.6667,-100.0,75.49,75,98,3.09,overcast clouds
542,kungurtug,RU,50.5994,97.5228,39.92,82,99,5.73,overcast clouds
543,buin,CL,-33.7333,-70.75,62.74,57,100,2.77,overcast clouds
544,dentsville,US,34.064,-80.9582,77.61,84,88,8.77,overcast clouds
545,dhidhdhoo,MV,6.8833,73.1,82.54,77,100,14.52,overcast clouds
546,bretcu,RO,46.05,26.3,55.71,96,96,4.45,overcast clouds
547,narsaq,GL,60.9167,-46.05,48.42,75,100,7.0,overcast clouds
548,arkhangelskoye,RU,55.8549,35.3287,51.62,95,52,3.78,broken clouds
549,ginir,ET,7.1333,40.7,56.61,85,41,5.3,scattered clouds
550,oxford,GB,51.7522,-1.256,61.45,87,96,4.18,overcast clouds
551,gazli,UZ,40.1333,63.45,87.17,21,0,5.95,clear sky
552,sur,OM,22.5667,59.5289,86.76,61,1,5.41,clear sky
553,sorland,NO,67.667,12.6934,50.27,85,11,9.1,few clouds
554,yulara,AU,-25.2406,130.9889,46.24,76,0,5.75,clear sky
555,martapura,ID,-3.4167,114.85,77.09,94,20,1.43,few clouds
556,kashan,IR,33.9831,51.4364,88.14,14,0,1.95,clear sky
557,pemba,MZ,-12.974,40.5178,70.25,76,48,18.84,scattered clouds
558,soyo,AO,-6.1349,12.3689,76.37,90,90,6.98,overcast clouds
559,nagarote,NI,12.2659,-86.5647,87.37,55,58,5.88,broken clouds
560,vila franca do campo,PT,37.7167,-25.4333,61.21,86,38,0.96,scattered clouds
561,kaduy,RU,59.2,37.15,53.53,72,6,1.88,clear sky
562,roald,NO,62.5833,6.1333,62.17,94,75,6.91,broken clouds
563,bumba,CD,2.1833,22.4667,69.94,98,96,0.81,light rain
564,otradnoye,RU,59.7775,30.8181,55.56,61,54,3.91,broken clouds
565,saint-raphael,HT,19.4333,-72.2,74.62,85,47,2.89,scattered clouds
566,salinas,US,36.6777,-121.6555,82.56,65,13,8.77,few clouds
567,muros,ES,42.7762,-9.0603,57.99,86,2,8.9,clear sky
568,severomorsk,RU,69.0689,33.4162,32.4,76,47,3.29,scattered clouds
569,balgazyn,RU,51.0,95.2,46.76,50,70,12.8,broken clouds
570,fuling,CN,29.7022,107.3919,74.75,65,100,1.83,overcast clouds
571,batemans bay,AU,-35.7167,150.1833,57.9,49,5,2.35,clear sky
572,iralaya,HN,15.0,-83.2333,81.39,78,32,10.33,scattered clouds
573,terme,TR,41.2092,36.9739,62.96,84,35,5.59,scattered clouds
574,maraa,BR,-1.8333,-65.3667,75.43,92,70,2.15,broken clouds
575,sorong,ID,-0.8833,131.25,78.78,86,100,13.76,overcast clouds
576,nieuw amsterdam,SR,5.8833,-55.0833,79.14,89,20,9.95,few clouds
577,pacific grove,US,36.6177,-121.9166,82.15,77,1,5.99,clear sky
578,parabel,RU,58.6978,81.4825,54.97,64,99,8.41,overcast clouds
579,mount isa,AU,-20.7333,139.5,65.97,37,73,16.11,broken clouds
580,prado,BR,-17.3411,-39.2208,72.99,90,21,7.87,few clouds
581,dakar,SN,14.6937,-17.4441,79.68,82,10,7.4,clear sky
582,esperance,AU,-33.8667,121.9,51.64,62,70,16.28,broken clouds
583,aguimes,ES,27.9054,-15.4461,65.03,68,20,21.85,few clouds
584,billings,US,45.7833,-108.5007,84.92,51,57,11.25,broken clouds
585,pahrump,US,36.2083,-115.9839,105.26,7,0,5.01,clear sky
586,council bluffs,US,41.2619,-95.8608,92.5,32,1,16.11,clear sky
587,lanxi,CN,29.2195,119.477,72.84,78,28,1.45,scattered clouds
588,hirara,JP,24.8,125.2833,82.44,83,100,23.42,overcast clouds
589,dunedin,NZ,-45.8742,170.5036,54.81,57,100,1.01,light rain
590,biltine,TD,14.5333,20.9167,90.81,13,80,12.06,broken clouds
591,copiapo,CL,-27.3667,-70.3333,61.3,74,0,1.3,clear sky
592,syedove,UA,47.0768,38.156,60.01,75,95,9.84,overcast clouds
593,san pedro del pinatar,ES,37.8357,-0.791,66.11,82,40,1.99,scattered clouds
594,wanning,CN,18.8003,110.3967,80.85,84,95,2.42,overcast clouds
595,atlantic city,US,39.3643,-74.4229,84.38,70,52,11.39,broken clouds
596,blairmore,CA,49.6,-114.4353,57.92,34,10,23.06,clear sky
597,le vauclin,MQ,14.5452,-60.8388,77.85,88,90,16.46,overcast clouds
598,kismayo,SO,-0.3582,42.5454,78.17,81,56,15.41,broken clouds
599,redlands,US,34.0556,-117.1825,95.45,28,69,1.01,broken clouds
600,hofn,IS,64.2539,-15.2082,46.71,89,100,8.55,overcast clouds
601,barth,DE,54.3635,12.7249,59.11,73,55,8.9,broken clouds
602,beyneu,KZ,45.3167,55.2,74.05,31,93,16.91,overcast clouds
603,myski,RU,53.709,87.8014,45.48,96,95,6.15,overcast clouds
604,newcastle,AU,-32.9272,151.7765,56.71,57,1,3.0,clear sky
605,bom jesus,BR,-9.0744,-44.3586,75.51,48,45,3.96,scattered clouds
606,bucerias,MX,20.75,-105.3333,84.97,79,15,7.45,few clouds
607,portland,US,45.5234,-122.6762,66.97,53,88,3.0,overcast clouds
608,leticia,CO,-4.2153,-69.9406,74.01,97,95,1.59,overcast clouds
609,kitsuki,JP,33.4167,131.6167,64.06,67,100,0.94,overcast clouds
610,bandarbeyla,SO,9.4942,50.8122,79.79,79,25,18.86,scattered clouds
611,dudinka,RU,69.4058,86.1778,31.82,95,98,9.4,light snow
612,mandalgovi,MN,45.7625,106.2708,66.2,40,100,14.76,overcast clouds
613,cololaca,HN,14.3,-88.8833,74.23,88,81,2.68,broken clouds
614,kiunga,PG,-6.1219,141.2906,75.52,93,96,1.16,overcast clouds
615,deer lake,CA,49.1667,-57.4316,63.16,81,100,7.56,overcast clouds
616,grand-santi,GF,4.25,-54.3833,73.74,96,55,2.42,broken clouds
617,miguel pereira,BR,-22.4539,-43.4689,69.69,80,0,5.88,clear sky
618,asau,RO,46.4333,26.4,57.76,97,88,3.98,overcast clouds
619,llaillay,CL,-32.85,-70.9667,63.16,65,100,2.44,overcast clouds
620,sovetskaya gavan,RU,48.9723,140.2878,52.21,69,99,4.23,overcast clouds
621,bara,NG,10.3744,10.7288,81.12,66,62,9.89,broken clouds
622,shirokiy,RU,49.758,129.523,58.39,75,5,5.03,clear sky
623,eyl,SO,7.9803,49.8164,78.04,81,45,19.17,scattered clouds
624,kodinsk,RU,58.6881,99.1844,51.82,43,91,7.87,overcast clouds
625,laki,BG,41.85,24.8167,48.36,81,4,4.74,clear sky
626,champerico,GT,14.3,-91.9167,84.34,73,85,6.87,overcast clouds
627,povenets,RU,62.8487,34.8262,54.9,74,100,0.87,overcast clouds
628,dali,CN,25.7,100.1833,64.38,86,84,2.37,broken clouds
629,inowroclaw,PL,52.7989,18.2639,56.93,94,0,5.44,clear sky
630,candido mendes,BR,-1.4467,-45.7167,75.02,88,15,2.73,few clouds
631,kalamb,IN,19.05,73.95,75.61,74,98,4.16,overcast clouds
632,san juan de la maguana,DO,18.8059,-71.2299,77.09,84,71,3.62,broken clouds
633,khandyga,RU,62.6667,135.6,75.15,39,98,6.64,overcast clouds
634,banff,CA,51.1762,-115.5698,50.49,30,85,11.45,overcast clouds
635,kangaatsiaq,GL,68.3065,-53.4641,39.42,87,70,13.31,broken clouds
636,virginia beach,US,36.8529,-75.978,86.02,79,66,8.25,broken clouds
637,pochutla,MX,15.7432,-96.4661,86.83,66,100,6.35,overcast clouds
638,matola,MZ,-25.9622,32.4589,60.51,84,5,6.76,clear sky
639,salamanca,ES,40.8333,-6.0,57.99,54,15,2.26,few clouds
640,san remo,IT,43.8182,7.7612,68.0,86,41,7.99,scattered clouds
641,tubuala,PA,9.5167,-79.0333,81.34,85,23,5.88,few clouds
642,multan,PK,30.1956,71.4753,89.49,51,20,6.91,smoke
643,stawell,AU,-37.05,142.7667,52.23,94,100,9.4,overcast clouds
644,mogadishu,SO,2.0371,45.3438,78.8,84,88,16.15,overcast clouds
645,senanga,ZM,-16.1167,23.2667,52.32,59,81,7.43,broken clouds
646,ilanskiy,RU,56.2358,96.065,47.55,77,85,10.69,overcast clouds
647,roma,US,43.2128,-75.4557,77.13,73,74,11.18,broken clouds
648,xiamen,CN,24.4798,118.0819,75.25,88,75,4.47,broken clouds
649,keti bandar,PK,24.1447,67.4497,84.45,68,72,10.67,broken clouds
650,botro,CI,7.8525,-5.3106,70.38,96,88,4.34,heavy intensity rain
651,kirakira,SB,-10.4544,161.9205,84.79,66,85,4.74,overcast clouds
652,nambucca heads,AU,-30.65,153.0,60.8,54,17,2.33,few clouds
653,unity,CA,52.4501,-109.1682,58.6,72,86,15.32,overcast clouds
654,iwaki,JP,37.05,140.8833,77.77,84,98,2.53,overcast clouds
655,encarnacion,PY,-27.3333,-55.9,71.74,69,100,7.36,overcast clouds
656,palana,RU,59.1167,159.9667,44.42,88,100,12.17,overcast clouds
657,sarahan,IN,31.5167,77.8,56.41,59,8,6.33,clear sky
658,paamiut,GL,61.994,-49.6678,39.58,94,100,9.71,light rain
659,shaumiani,GE,41.3527,44.7618,58.82,88,0,3.83,clear sky
660,margate,GB,51.3813,1.3862,60.04,86,61,5.44,broken clouds
661,mocuba,MZ,-16.8392,36.9856,59.36,98,78,5.23,broken clouds
662,los llanos de aridane,ES,28.6585,-17.9182,64.15,78,75,15.95,broken clouds
663,ciudad bolivar,VE,8.1222,-63.5497,77.81,86,64,13.56,broken clouds
664,mechelen,BE,51.0276,4.4807,57.36,90,75,1.01,broken clouds
665,port-gentil,GA,-0.7193,8.7815,78.76,89,75,8.05,light rain
666,teya,RU,60.3778,92.6267,42.01,79,86,10.36,overcast clouds
667,mundo nuevo,MX,18.7,-95.5,83.53,73,100,14.23,overcast clouds
668,port keats,AU,-14.25,129.55,74.19,32,73,11.59,broken clouds
669,auki,SB,-8.7676,160.7034,85.57,65,15,2.82,few clouds
670,san andres,CO,12.5847,-81.7006,81.95,80,10,16.91,clear sky
671,hudiksvall,SE,61.729,17.1036,54.5,66,57,2.71,broken clouds
672,ust-kulom,RU,61.6864,53.6902,59.72,62,31,6.2,scattered clouds
673,moindou,NC,-21.6924,165.677,73.35,61,100,15.97,overcast clouds
674,tonj,SS,7.2737,28.6822,71.37,83,91,4.12,overcast clouds
675,teknaf,BD,20.8624,92.3058,82.08,85,97,4.38,overcast clouds
676,shache,CN,38.4167,77.2406,74.07,21,4,7.54,clear sky
677,constantine,DZ,36.365,6.6147,65.91,85,95,3.98,overcast clouds
678,tshela,CD,-4.9833,12.9333,70.77,99,44,0.43,scattered clouds
679,san miguel,SV,13.4833,-88.1833,84.56,68,46,4.76,scattered clouds
680,valdivia,CL,-39.8142,-73.2459,42.89,96,85,1.57,overcast clouds
681,rockland,US,41.1668,-74.0496,88.09,59,97,9.44,overcast clouds
682,teruel,ES,40.6667,-0.6667,55.36,92,100,2.1,moderate rain
683,argelia,CO,2.2556,-77.2488,66.9,98,97,3.2,light rain
684,karauli,IN,26.5,77.0167,86.45,41,69,7.7,broken clouds
685,matara,LK,5.9485,80.5353,77.23,90,32,7.81,scattered clouds
686,necochea,AR,-38.5473,-58.7368,48.94,79,0,10.85,clear sky
687,kolpashevo,RU,58.3131,82.9089,54.88,68,98,8.16,overcast clouds
688,cam ranh,VN,11.9214,109.1591,80.56,78,20,2.91,few clouds
689,mahina,PF,-17.5065,-149.489,83.97,74,20,12.66,few clouds
690,mitchell,US,43.7094,-98.0298,87.55,47,3,16.84,clear sky
691,longview,US,32.5007,-94.7405,82.56,84,75,1.99,moderate rain
692,mamallapuram,IN,12.6264,80.1722,83.05,72,83,2.13,broken clouds
693,tual,ID,-5.6667,132.75,81.16,77,58,18.07,broken clouds
694,dzhebariki-khaya,RU,62.2167,135.8,74.55,41,98,5.5,overcast clouds
695,itaituba,BR,-4.2761,-55.9836,80.06,73,83,2.04,heavy intensity rain
696,china,MX,25.7,-99.2333,94.17,34,0,9.69,clear sky
697,tocopilla,CL,-22.092,-70.1979,63.25,72,12,6.49,few clouds
698,kindu,CD,-2.95,25.95,70.14,86,46,1.43,light rain
699,qeshm,IR,26.9581,56.2719,85.37,89,3,14.85,clear sky
700,pavlodar,KZ,52.3,76.95,42.6,81,0,5.28,clear sky
701,limbang,MY,4.75,115.0,80.71,93,99,2.77,overcast clouds
702,awbari,LY,26.5921,12.7805,80.96,20,0,8.68,clear sky
703,cairns,AU,-16.9167,145.7667,76.1,65,69,13.8,broken clouds
704,inirida,CO,3.8653,-67.9239,75.15,97,35,1.61,scattered clouds
705,talara,PE,-4.5772,-81.2719,67.44,86,100,14.94,overcast clouds
706,sobolevo,RU,54.4299,31.8996,56.05,70,88,5.19,overcast clouds
